project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,DRC06,2023-10-25T12:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.357,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T14:45:00Z,STIC,20230101-20231231,SW,21059634,35822.5,10.651,171.0946089,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T10:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.571,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T11:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.768,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T07:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.669,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T08:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.571,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T04:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T07:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.669,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T09:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.472,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T11:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.063,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T09:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.571,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T15:00:00Z,STIC,20230101-20231231,SW,21059634,35822.5,10.748,171.0946089,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T16:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.161,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T12:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.357,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T23:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.455,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T09:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.472,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T06:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.768,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T15:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.455,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-05T18:30:00Z,STIC,20230101-20231231,SW,21059634,484.4,11.528,0,0,excellent,NA,2023
AIMS,DRC06,2023-10-25T07:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.669,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T20:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.768,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T19:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.455,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T10:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,7.481,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T16:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.063,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T02:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.063,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T08:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,7.28,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T03:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T02:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.965,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T13:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.455,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T07:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,7.381,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T04:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T12:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.259,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-12-05T15:15:00Z,STIC,20230101-20231231,SW,21059634,30311.3,3.578,125.2607005,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T01:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.259,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T11:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,8.879,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T03:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T14:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.455,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T04:45:00Z,STIC,20230101-20231231,SW,21059634,34444.7,7.782,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-05T22:45:00Z,STIC,20230101-20231231,SW,21059634,1044.1,9.077,0,0,excellent,NA,2023
AIMS,DRC06,2023-10-25T18:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,8.581,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-12-05T16:15:00Z,STIC,20230101-20231231,SW,21059634,30311.3,3.578,125.2607005,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T04:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T12:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,10.161,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-06T02:45:00Z,STIC,20230101-20231231,SW,21059634,1087.2,8.282,0,0,excellent,NA,2023
AIMS,DRC06,2023-10-24T11:00:00Z,STIC,20230101-20231231,SW,21059634,34444.7,7.782,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-24T13:00:00Z,STIC,20230101-20231231,SW,21059634,35822.5,10.651,171.0946089,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T05:15:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.866,159.6361318,1,excellent,NA,2023
AIMS,DRC06,2023-10-25T05:30:00Z,STIC,20230101-20231231,SW,21059634,34444.7,9.768,159.6361318,1,excellent,NA,2023
