project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,DRC09,2023-11-01T07:45:00Z,STIC,20230101-20231231,SW,20895990,0,4.934,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T09:15:00Z,STIC,20230101-20231231,SW,20895990,43.1,4.831,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T09:15:00Z,STIC,20230101-20231231,SW,20895990,0,4.415,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T11:30:00Z,STIC,20230101-20231231,SW,20895990,0,8.382,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T10:00:00Z,STIC,20230101-20231231,SW,20895990,0,5.141,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T05:15:00Z,STIC,20230101-20231231,SW,20895990,0,5.347,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T11:30:00Z,STIC,20230101-20231231,SW,20895990,43.1,8.282,NA,0,good,NA,2023
AIMS,DRC09,2023-11-06T18:30:00Z,STIC,20230101-20231231,SW,20895990,43.1,7.179,NA,0,good,NA,2023
AIMS,DRC09,2023-10-28T05:15:00Z,STIC,20230101-20231231,SW,20895990,419.8,0.343,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T08:30:00Z,STIC,20230101-20231231,SW,20895990,0,4.727,NA,0,good,NA,2023
AIMS,DRC09,2023-11-06T17:30:00Z,STIC,20230101-20231231,SW,20895990,43.1,7.682,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T10:30:00Z,STIC,20230101-20231231,SW,20895990,0,6.573,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T08:45:00Z,STIC,20230101-20231231,SW,20895990,0,4.727,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T10:15:00Z,STIC,20230101-20231231,SW,20895990,43.1,4.727,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T03:45:00Z,STIC,20230101-20231231,SW,20895990,43.1,4.519,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T06:45:00Z,STIC,20230101-20231231,SW,20895990,32.3,4.415,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T09:00:00Z,STIC,20230101-20231231,SW,20895990,43.1,4.727,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T07:30:00Z,STIC,20230101-20231231,SW,20895990,0,4.934,NA,0,good,NA,2023
AIMS,DRC09,2023-11-03T04:30:00Z,STIC,20230101-20231231,SW,20895990,21.5,8.481,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T07:15:00Z,STIC,20230101-20231231,SW,20895990,0,5.141,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T07:00:00Z,STIC,20230101-20231231,SW,20895990,21.5,4.311,NA,0,good,NA,2023
AIMS,DRC09,2023-10-06T02:15:00Z,STIC,20230101-20231231,SW,20895990,0,13.076,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T09:45:00Z,STIC,20230101-20231231,SW,20895990,0,4.519,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T08:00:00Z,STIC,20230101-20231231,SW,20895990,0,4.727,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T06:15:00Z,STIC,20230101-20231231,SW,20895990,0,4.831,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T04:30:00Z,STIC,20230101-20231231,SW,20895990,0,5.655,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T04:15:00Z,STIC,20230101-20231231,SW,20895990,43.1,4.311,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T05:45:00Z,STIC,20230101-20231231,SW,20895990,0,5.244,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T04:00:00Z,STIC,20230101-20231231,SW,20895990,0,5.655,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T07:00:00Z,STIC,20230101-20231231,SW,20895990,0,5.037,NA,0,good,NA,2023
AIMS,DRC09,2023-11-11T13:45:00Z,STIC,20230101-20231231,SW,20895990,0,15.187,NA,0,good,NA,2023
AIMS,DRC09,2023-10-24T07:15:00Z,STIC,20230101-20231231,SW,20895990,0,6.166,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T09:30:00Z,STIC,20230101-20231231,SW,20895990,0,4.311,NA,0,good,NA,2023
AIMS,DRC09,2023-11-06T17:45:00Z,STIC,20230101-20231231,SW,20895990,43.1,7.481,NA,0,good,NA,2023
AIMS,DRC09,2023-11-03T05:00:00Z,STIC,20230101-20231231,SW,20895990,21.5,8.581,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T06:00:00Z,STIC,20230101-20231231,SW,20895990,0,5.037,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T09:00:00Z,STIC,20230101-20231231,SW,20895990,0,4.519,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T11:45:00Z,STIC,20230101-20231231,SW,20895990,43.1,11.722,NA,0,good,NA,2023
AIMS,DRC09,2023-11-06T18:00:00Z,STIC,20230101-20231231,SW,20895990,43.1,7.381,NA,0,good,NA,2023
AIMS,DRC09,2023-10-06T05:00:00Z,STIC,20230101-20231231,SW,20895990,10.8,11.431,NA,0,good,NA,2023
AIMS,DRC09,2023-11-01T05:00:00Z,STIC,20230101-20231231,SW,20895990,0,5.45,NA,0,good,NA,2023
AIMS,DRC09,2023-11-07T06:00:00Z,STIC,20230101-20231231,SW,20895990,32.3,4.623,NA,0,good,NA,2023
