project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,DRC13,2023-11-13T22:15:00Z,STIC,20230101-20231231,SW,21193649,0,2.195,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T08:15:00Z,STIC,20230101-20231231,SW,21193649,0,2.195,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T09:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.261,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T07:45:00Z,STIC,20230101-20231231,SW,21193649,0,2.195,0,0,good,NA,2023
AIMS,DRC13,2023-11-16T07:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.261,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T08:30:00Z,STIC,20230101-20231231,SW,21193649,0,2.41,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T09:45:00Z,STIC,20230101-20231231,SW,21193649,0,3.683,0,0,good,NA,2023
AIMS,DRC13,2023-11-16T08:00:00Z,STIC,20230101-20231231,SW,21193649,0,3.367,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T07:15:00Z,STIC,20230101-20231231,SW,21193649,0,2.41,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T21:15:00Z,STIC,20230101-20231231,SW,21193649,0,2.624,0,0,good,NA,2023
AIMS,DRC13,2023-11-15T11:00:00Z,STIC,20230101-20231231,SW,21193649,0,5.757,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T09:15:00Z,STIC,20230101-20231231,SW,21193649,0,3.049,0,0,good,NA,2023
AIMS,DRC13,2023-11-17T10:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.367,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T20:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.155,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T15:00:00Z,STIC,20230101-20231231,SW,21193649,0,7.381,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T21:00:00Z,STIC,20230101-20231231,SW,21193649,0,2.73,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T05:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.788,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T07:30:00Z,STIC,20230101-20231231,SW,21193649,0,2.303,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T08:45:00Z,STIC,20230101-20231231,SW,21193649,0,2.73,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T16:15:00Z,STIC,20230101-20231231,SW,21193649,0,6.775,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T08:00:00Z,STIC,20230101-20231231,SW,21193649,0,2.088,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T21:30:00Z,STIC,20230101-20231231,SW,21193649,0,2.517,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T10:00:00Z,STIC,20230101-20231231,SW,21193649,0,4.311,0,0,good,NA,2023
AIMS,DRC13,2023-11-17T11:15:00Z,STIC,20230101-20231231,SW,21193649,0,3.578,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T15:45:00Z,STIC,20230101-20231231,SW,21193649,0,7.079,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T21:45:00Z,STIC,20230101-20231231,SW,21193649,0,2.41,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T10:15:00Z,STIC,20230101-20231231,SW,21193649,0,4.623,0,0,good,NA,2023
AIMS,DRC13,2023-11-17T11:30:00Z,STIC,20230101-20231231,SW,21193649,0,3.683,0,0,good,NA,2023
AIMS,DRC13,2023-11-16T18:15:00Z,STIC,20230101-20231231,SW,21193649,0,2.837,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T15:15:00Z,STIC,20230101-20231231,SW,21193649,0,7.28,0,0,good,NA,2023
AIMS,DRC13,2023-11-14T11:30:00Z,STIC,20230101-20231231,SW,21193649,0,4.623,0,0,good,NA,2023
AIMS,DRC13,2023-11-16T08:45:00Z,STIC,20230101-20231231,SW,21193649,0,3.893,0,0,good,NA,2023
AIMS,DRC13,2023-11-13T05:45:00Z,STIC,20230101-20231231,SW,21193649,0,3.788,0,0,good,NA,2023
AIMS,DRC13,2023-11-16T03:15:00Z,STIC,20230101-20231231,SW,21193649,0,3.578,0,0,good,NA,2023
