project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,DRC02,2022-05-07T18:00:00Z,STIC,20220507-20221231,SW,20896013,21355.7,5.552222222,230.0294439,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T18:15:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.243888889,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T18:30:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.037222222,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T18:45:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.141111111,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T19:00:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.141111111,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T19:15:00Z,STIC,20220507-20221231,SW,20896013,19977.9,5.243888889,212.8211713,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T19:30:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.347222222,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T19:45:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.45,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T20:00:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.45,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T20:15:00Z,STIC,20220507-20221231,SW,20896013,20666.8,5.45,221.4253076,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T20:30:00Z,STIC,20220507-20221231,SW,20896013,19289,5.45,204.2170351,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T20:45:00Z,STIC,20220507-20221231,SW,20896013,19289,5.45,204.2170351,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T21:00:00Z,STIC,20220507-20221231,SW,20896013,19289,5.45,204.2170351,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T21:15:00Z,STIC,20220507-20221231,SW,20896013,19289,5.45,204.2170351,1,excellent,NA,2022
AIMS,DRC02,2022-05-07T21:30:00Z,STIC,20220507-20221231,SW,20896013,18600.1,5.45,195.6128988,1,excellent,NA,2022
