project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC
AIMS,2021-09-28T20:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.567,3.837466725799998,1,poor,NA
AIMS,2021-09-28T20:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.662,3.837466725799998,1,poor,NA
AIMS,2021-09-28T20:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.662,3.837466725799998,1,poor,NA
AIMS,2021-09-28T20:45:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.758,3.837466725799998,1,poor,NA
AIMS,2021-09-28T21:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.758,4.314756393200001,1,poor,NA
AIMS,2021-09-28T21:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.853,4.314756393200001,1,poor,NA
AIMS,2021-09-28T21:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.853,4.314756393200001,1,poor,NA
AIMS,2021-09-28T21:45:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.853,4.314756393200001,1,poor,NA
AIMS,2021-09-28T22:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.853,4.314756393200001,1,poor,NA
AIMS,2021-09-28T22:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.758,4.314756393200001,1,poor,NA
AIMS,2021-09-28T22:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.758,3.837466725799998,1,poor,NA
AIMS,2021-09-28T22:45:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.758,3.837466725799998,1,poor,NA
AIMS,2021-09-28T23:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.758,3.837466725799998,1,poor,NA
AIMS,2021-09-28T23:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4477.8,19.662,4.7920460606,1,poor,NA
AIMS,2021-09-28T23:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.662,4.314756393200001,1,poor,NA
AIMS,2021-09-28T23:45:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4305.6,19.567,4.314756393200001,1,poor,NA
AIMS,2021-09-29T00:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.567,3.837466725799998,1,poor,NA
AIMS,2021-09-29T00:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,4133.4,19.472,3.837466725799998,1,poor,NA
AIMS,2021-09-29T00:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,3961.1,19.472,3.3598998867,1,poor,NA
AIMS,2021-09-29T00:45:00Z,TLM12,STIC,20210928-20220221,HS,21059656,3788.9,19.377,2.882610219299999,1,poor,NA
AIMS,2021-09-29T01:00:00Z,TLM12,STIC,20210928-20220221,HS,21059656,3788.9,19.377,2.882610219299999,1,poor,NA
AIMS,2021-09-29T01:15:00Z,TLM12,STIC,20210928-20220221,HS,21059656,3788.9,19.282,2.882610219299999,1,poor,NA
AIMS,2021-09-29T01:30:00Z,TLM12,STIC,20210928-20220221,HS,21059656,3616.7,19.282,2.4053205519,1,poor,NA
