project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,2023-05-09T08:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,3100,5.45,0,1,good-excellent,C,2023
AIMS,2023-05-09T09:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2755.6,5.244,0,1,good-excellent,C,2023
AIMS,2023-05-09T06:00:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,4305.6,5.655,0,1,good-excellent,C,2023
AIMS,2023-05-09T09:30:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2755.6,5.244,0,1,good-excellent,C,2023
AIMS,2023-05-09T10:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2755.6,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T11:15:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2325,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T11:30:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2669.5,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T11:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2152.8,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T12:00:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2755.6,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T12:15:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,2238.9,5.141,0,1,good-excellent,C,2023
AIMS,2023-05-09T12:30:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,936.5,5.037,0,1,good-excellent,C,2023
AIMS,2023-05-09T12:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,1280.9,5.037,0,1,good-excellent,C,2023
AIMS,2023-05-09T13:00:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,1980.6,5.037,0,1,good-excellent,C,2023
AIMS,2023-05-09T13:15:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,1722.2,5.037,0,1,good-excellent,C,2023
AIMS,2023-05-09T13:30:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,1334.7,5.037,0,1,good-excellent,C,2023
AIMS,2023-05-09T13:45:00Z,GBJ57,STIC,20230509-20231231,SW,21193669,1550,5.037,0,1,good-excellent,C,2023
