project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,2024-01-01T00:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.656,55.36823986,1,good,NA,2024
AIMS,2024-01-01T00:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.656,55.36823986,1,good,NA,2024
AIMS,2024-01-01T00:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.656,55.36823986,1,good,NA,2024
AIMS,2024-01-01T00:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.764,55.36823986,1,good,NA,2024
AIMS,2024-01-01T01:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.872,55.36823986,1,good,NA,2024
AIMS,2024-01-01T01:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,1.98,55.36823986,1,good,NA,2024
AIMS,2024-01-01T01:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,2.088,55.36823986,1,good,NA,2024
AIMS,2024-01-01T01:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19289,2.088,55.36823986,1,good,NA,2024
AIMS,2024-01-01T02:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.088,59.5387467,1,good,NA,2024
AIMS,2024-01-01T02:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.195,59.5387467,1,good,NA,2024
AIMS,2024-01-01T02:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.517,59.5387467,1,good,NA,2024
AIMS,2024-01-01T02:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,3.049,59.5387467,1,good,NA,2024
AIMS,2024-01-01T03:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,3.155,59.5387467,1,good,NA,2024
AIMS,2024-01-01T03:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.943,59.5387467,1,good,NA,2024
AIMS,2024-01-01T03:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,3.049,59.5387467,1,good,NA,2024
AIMS,2024-01-01T03:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,3.472,59.5387467,1,good,NA,2024
AIMS,2024-01-01T04:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,4.519,59.5387467,1,good,NA,2024
AIMS,2024-01-01T04:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,4.415,59.5387467,1,good,NA,2024
AIMS,2024-01-01T04:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.578,63.70925354,1,good,NA,2024
AIMS,2024-01-01T04:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.261,63.70925354,1,good,NA,2024
AIMS,2024-01-01T05:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.261,63.70925354,1,good,NA,2024
AIMS,2024-01-01T05:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T05:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T05:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T06:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T06:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.472,63.70925354,1,good,NA,2024
AIMS,2024-01-01T06:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.578,63.70925354,1,good,NA,2024
AIMS,2024-01-01T06:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.578,63.70925354,1,good,NA,2024
AIMS,2024-01-01T07:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.578,63.70925354,1,good,NA,2024
AIMS,2024-01-01T07:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.578,63.70925354,1,good,NA,2024
AIMS,2024-01-01T07:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.472,63.70925354,1,good,NA,2024
AIMS,2024-01-01T07:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.472,63.70925354,1,good,NA,2024
AIMS,2024-01-01T08:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T08:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.367,63.70925354,1,good,NA,2024
AIMS,2024-01-01T08:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.261,63.70925354,1,good,NA,2024
AIMS,2024-01-01T08:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.155,63.70925354,1,good,NA,2024
AIMS,2024-01-01T09:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.155,63.70925354,1,good,NA,2024
AIMS,2024-01-01T09:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,3.049,63.70925354,1,good,NA,2024
AIMS,2024-01-01T09:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.943,63.70925354,1,good,NA,2024
AIMS,2024-01-01T09:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.943,63.70925354,1,good,NA,2024
AIMS,2024-01-01T10:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.837,63.70925354,1,good,NA,2024
AIMS,2024-01-01T10:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.837,63.70925354,1,good,NA,2024
AIMS,2024-01-01T10:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.73,63.70925354,1,good,NA,2024
AIMS,2024-01-01T10:45:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,20666.8,2.624,63.70925354,1,good,NA,2024
AIMS,2024-01-01T11:00:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.624,59.5387467,1,good,NA,2024
AIMS,2024-01-01T11:15:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.517,59.5387467,1,good,NA,2024
AIMS,2024-01-01T11:30:00Z,GBJ31,STIC,20240101-20241005,SW,21044180,19977.9,2.517,59.5387467,1,good,NA,2024
