project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,2023-05-26T06:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.782,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T03:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,22044.6,8.082,133.175455,1,excellent,NA,2023
AIMS,2023-05-26T06:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,26178,7.782,166.962265,1,excellent,NA,2023
AIMS,2023-05-26T05:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,19977.9,7.782,116.28205,1,excellent,NA,2023
AIMS,2023-05-26T07:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.582,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T05:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,20666.8,7.782,121.913185,1,excellent,NA,2023
AIMS,2023-05-26T07:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,22044.6,6.877,133.175455,1,excellent,NA,2023
AIMS,2023-05-26T07:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,18600.1,6.573,105.01978,1,excellent,NA,2023
AIMS,2023-05-26T08:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,18600.1,6.471,105.01978,1,excellent,NA,2023
AIMS,2023-05-26T07:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.179,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T08:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.079,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T08:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.381,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T09:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.582,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T09:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.582,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T06:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.882,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T09:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.481,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T10:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.381,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T10:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.179,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T10:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.978,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T10:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.877,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T11:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.775,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T11:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.674,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T08:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,22044.6,6.674,133.175455,1,excellent,NA,2023
AIMS,2023-05-26T11:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.471,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T12:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.471,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T12:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.37,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T12:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.37,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T09:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.582,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T13:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.268,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T13:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.268,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T03:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,21355.7,7.079,127.54432,1,excellent,NA,2023
AIMS,2023-05-26T03:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,7.179,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T04:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.28,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T04:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.381,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T04:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.481,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T04:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.682,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T05:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,20666.8,7.782,121.913185,1,excellent,NA,2023
AIMS,2023-05-26T15:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.064,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T05:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,20666.8,7.782,121.913185,1,excellent,NA,2023
AIMS,2023-05-26T15:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.064,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T16:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.962,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T16:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.962,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T16:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.962,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T06:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,7.682,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T17:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.86,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T17:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.757,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T17:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.757,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T17:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.757,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T18:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.757,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T18:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T18:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T18:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T19:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T19:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T19:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T19:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T20:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T20:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T20:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.655,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T20:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.655,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T21:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.655,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T21:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.655,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T11:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.573,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T21:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.552,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T22:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.552,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T22:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,5.45,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T22:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.45,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T12:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.37,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T23:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,5.45,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T23:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,22044.6,5.45,133.175455,1,excellent,NA,2023
AIMS,2023-05-26T13:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.268,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T13:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.268,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T14:00:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.166,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T14:15:00Z,STIC77,STIC,20230526-20230919,SW,21184380,24800.2,6.166,155.699995,1,excellent,NA,2023
AIMS,2023-05-26T14:30:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.166,144.437725,1,excellent,NA,2023
AIMS,2023-05-26T14:45:00Z,STIC77,STIC,20230526-20230919,SW,21184380,23422.4,6.166,144.437725,1,excellent,NA,2023
