project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,2023-05-11T08:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.782,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T09:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.381,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T09:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.28,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T06:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,15155.7,8.282,89.12149645,1,excellent,NA,2023
AIMS,2023-05-11T07:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,15155.7,8.282,89.12149645,1,excellent,NA,2023
AIMS,2023-05-11T07:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.182,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T07:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.082,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T07:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,15155.7,7.983,89.12149645,1,excellent,NA,2023
AIMS,2023-05-11T08:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.882,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T11:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.775,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T08:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.682,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T08:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.582,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T09:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.481,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T02:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,17222.3,NA,108.5256015,1,excellent,NA,2023
AIMS,2023-05-11T02:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,13777.9,NA,76.18480043,1,excellent,NA,2023
AIMS,2023-05-11T03:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,13089,7.582,69.71645242,1,excellent,NA,2023
AIMS,2023-05-11T03:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,12400.1,7.682,63.24810441,1,excellent,NA,2023
AIMS,2023-05-11T03:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,11711.2,7.782,56.7797564,1,excellent,NA,2023
AIMS,2023-05-11T03:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,11711.2,7.983,56.7797564,1,excellent,NA,2023
AIMS,2023-05-11T04:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,12400.1,8.082,63.24810441,1,excellent,NA,2023
AIMS,2023-05-11T04:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,12400.1,8.182,63.24810441,1,excellent,NA,2023
AIMS,2023-05-11T04:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,13777.9,8.182,76.18480043,1,excellent,NA,2023
AIMS,2023-05-11T04:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.282,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T05:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.282,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T05:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.282,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T05:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,13777.9,8.382,76.18480043,1,excellent,NA,2023
AIMS,2023-05-11T05:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.382,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T06:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.382,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T06:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,14466.8,8.382,82.65314844,1,excellent,NA,2023
AIMS,2023-05-11T06:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,15155.7,8.382,89.12149645,1,excellent,NA,2023
AIMS,2023-05-11T16:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.166,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T17:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.166,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T17:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.166,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T17:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.166,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T17:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.166,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T18:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T18:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T18:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T18:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T19:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T19:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T19:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.064,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T09:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.179,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T10:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.079,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T10:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,7.079,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T10:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.978,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T10:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.978,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T11:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.877,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T11:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.877,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T21:30:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,5.962,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T11:45:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.775,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T12:00:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.674,102.0572535,1,excellent,NA,2023
AIMS,2023-05-11T12:15:00Z,GBJ46,STIC,20230511-20231231,SW,21359649,16533.4,6.674,102.0572535,1,excellent,NA,2023
