project,datetime,siteId,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,2023-05-08T12:30:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,4305.6,5.655,3.593389081,1,good-excellent,NA,2023
AIMS,2023-05-08T12:45:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,4994.5,5.655,7.174970092,1,good-excellent,NA,2023
AIMS,2023-05-08T10:00:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5338.9,5.655,8.965500648,1,good-excellent,NA,2023
AIMS,2023-05-08T10:15:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5338.9,5.655,8.965500648,1,good-excellent,NA,2023
AIMS,2023-05-08T10:30:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5166.7,5.655,8.07023537,1,good-excellent,NA,2023
AIMS,2023-05-08T10:45:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5338.9,5.655,8.965500648,1,good-excellent,NA,2023
AIMS,2023-05-08T11:00:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5166.7,5.655,8.07023537,1,good-excellent,NA,2023
AIMS,2023-05-08T11:15:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5338.9,5.655,8.965500648,1,good-excellent,NA,2023
AIMS,2023-05-08T11:30:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,10677.8,5.655,36.72236356,1,good-excellent,NA,2023
AIMS,2023-05-08T11:45:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5338.9,5.655,8.965500648,1,good-excellent,NA,2023
AIMS,2023-05-08T12:00:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,5166.7,5.655,8.07023537,1,good-excellent,NA,2023
AIMS,2023-05-08T12:15:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,4994.5,5.655,7.174970092,1,good-excellent,NA,2023
AIMS,2023-05-08T09:00:00Z,GBJ33,STIC,20230508-20231231,SW,21035950,11711.2,5.757,42.09499502,1,good-excellent,NA,2023
