project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,JDR23,2024-05-10T14:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,10.553,0,1,excellent,C,2024
AIMS,JDR23,2024-07-25T08:30:00Z,STIC,20240101-20241010,SW,20896014,32.3,20.519,0,0,excellent,C,2024
AIMS,JDR23,2024-05-09T12:45:00Z,STIC,20240101-20241010,SW,20896014,12400.1,8.581,128.547876,1,excellent,NA,2024
AIMS,JDR23,2024-05-09T12:00:00Z,STIC,20240101-20241010,SW,20896014,12400.1,7.782,128.547876,1,excellent,NA,2024
AIMS,JDR23,2024-04-25T01:00:00Z,STIC,20240101-20241010,SW,20896014,4994.5,5.347,0,1,excellent,C,2024
AIMS,JDR23,2024-05-02T21:45:00Z,STIC,20240101-20241010,SW,20896014,10677.8,5.141,97.19119682,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T05:15:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.893,0,1,excellent,C,2024
AIMS,JDR23,2024-07-22T17:15:00Z,STIC,20240101-20241010,SW,20896014,10.8,24.062,0,0,excellent,C,2024
AIMS,JDR23,2024-04-27T07:00:00Z,STIC,20240101-20241010,SW,20896014,5166.7,4.519,0,1,excellent,C,2024
AIMS,JDR23,2024-07-22T05:15:00Z,STIC,20240101-20241010,SW,20896014,35822.5,14.9,554.9826915,1,excellent,NA,2024
AIMS,JDR23,2024-04-25T04:15:00Z,STIC,20240101-20241010,SW,20896014,4994.5,4.934,0,1,excellent,C,2024
AIMS,JDR23,2024-04-25T20:15:00Z,STIC,20240101-20241010,SW,20896014,4994.5,6.775,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T11:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,6.978,0,1,excellent,C,2024
AIMS,JDR23,2024-04-26T17:30:00Z,STIC,20240101-20241010,SW,20896014,4822.3,7.782,0,1,excellent,C,2024
AIMS,JDR23,2024-07-19T17:45:00Z,STIC,20240101-20241010,SW,20896014,0,23.484,0,0,excellent,C,2024
AIMS,JDR23,2024-05-08T12:15:00Z,STIC,20240101-20241010,SW,20896014,4477.8,5.141,0,1,excellent,C,2024
AIMS,JDR23,2024-07-22T11:45:00Z,STIC,20240101-20241010,SW,20896014,107.6,22.238,0,0,excellent,C,2024
AIMS,JDR23,2024-06-25T09:45:00Z,STIC,20240101-20241010,SW,20896014,23422.4,12.11,329.2229762,1,excellent,NA,2024
AIMS,JDR23,2024-05-09T02:00:00Z,STIC,20240101-20241010,SW,20896014,5166.7,4.311,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T07:30:00Z,STIC,20240101-20241010,SW,20896014,4994.5,3.788,0,1,excellent,C,2024
AIMS,JDR23,2024-06-25T06:00:00Z,STIC,20240101-20241010,SW,20896014,22044.6,10.161,304.1383611,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T18:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,7.582,0,1,excellent,C,2024
AIMS,JDR23,2024-06-15T00:30:00Z,STIC,20240101-20241010,SW,20896014,19977.9,10.455,266.5114385,1,excellent,NA,2024
AIMS,JDR23,2024-04-22T22:15:00Z,STIC,20240101-20241010,SW,20896014,4994.5,5.141,0,1,excellent,C,2024
AIMS,JDR23,2024-05-02T07:30:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.998,0,1,excellent,C,2024
AIMS,JDR23,2024-04-30T15:00:00Z,STIC,20240101-20241010,SW,20896014,10677.8,7.179,97.19119682,1,excellent,NA,2024
AIMS,JDR23,2024-07-19T11:15:00Z,STIC,20240101-20241010,SW,20896014,34444.7,18.616,529.8980764,1,excellent,NA,2024
AIMS,JDR23,2024-05-10T22:30:00Z,STIC,20240101-20241010,SW,20896014,12400.1,7.179,128.547876,1,excellent,NA,2024
AIMS,JDR23,2024-05-02T00:45:00Z,STIC,20240101-20241010,SW,20896014,5338.9,4.102,0,1,excellent,C,2024
AIMS,JDR23,2024-05-09T18:30:00Z,STIC,20240101-20241010,SW,20896014,12400.1,8.779,128.547876,1,excellent,NA,2024
AIMS,JDR23,2024-06-29T10:45:00Z,STIC,20240101-20241010,SW,20896014,24800.2,12.401,354.3075913,1,excellent,NA,2024
AIMS,JDR23,2024-06-28T19:00:00Z,STIC,20240101-20241010,SW,20896014,24800.2,12.207,354.3075913,1,excellent,NA,2024
AIMS,JDR23,2024-06-26T16:15:00Z,STIC,20240101-20241010,SW,20896014,26178,15.951,379.3922064,1,excellent,NA,2024
AIMS,JDR23,2024-04-24T21:30:00Z,STIC,20240101-20241010,SW,20896014,4994.5,6.064,0,1,excellent,C,2024
AIMS,JDR23,2024-07-18T14:00:00Z,STIC,20240101-20241010,SW,20896014,0,23.677,0,0,excellent,C,2024
AIMS,JDR23,2024-06-29T15:30:00Z,STIC,20240101-20241010,SW,20896014,26178,14.996,379.3922064,1,excellent,NA,2024
AIMS,JDR23,2024-06-17T01:15:00Z,STIC,20240101-20241010,SW,20896014,18600.1,8.779,241.4268234,1,excellent,NA,2024
AIMS,JDR23,2024-06-20T21:30:00Z,STIC,20240101-20241010,SW,20896014,20666.8,10.357,279.053746,1,excellent,NA,2024
AIMS,JDR23,2024-06-16T18:45:00Z,STIC,20240101-20241010,SW,20896014,19977.9,10.259,266.5114385,1,excellent,NA,2024
AIMS,JDR23,2024-06-26T06:45:00Z,STIC,20240101-20241010,SW,20896014,24800.2,12.594,354.3075913,1,excellent,NA,2024
AIMS,JDR23,2024-10-02T12:00:00Z,STIC,20240101-20241010,SW,20896014,0,25.125,0,0,excellent,C,2024
AIMS,JDR23,2024-05-02T15:00:00Z,STIC,20240101-20241010,SW,20896014,11022.3,6.37,103.4632609,1,excellent,NA,2024
AIMS,JDR23,2024-10-08T16:00:00Z,STIC,20240101-20241010,SW,20896014,0,22.333,0,0,excellent,C,2024
AIMS,JDR23,2024-05-10T15:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,10.846,0,1,excellent,C,2024
AIMS,JDR23,2024-05-10T08:00:00Z,STIC,20240101-20241010,SW,20896014,11022.3,5.962,103.4632609,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T18:00:00Z,STIC,20240101-20241010,SW,20896014,4994.5,8.282,0,1,excellent,C,2024
AIMS,JDR23,2024-04-22T22:30:00Z,STIC,20240101-20241010,SW,20896014,4994.5,5.037,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T14:15:00Z,STIC,20240101-20241010,SW,20896014,5338.9,9.176,0,1,excellent,C,2024
AIMS,JDR23,2024-06-11T03:30:00Z,STIC,20240101-20241010,SW,20896014,18600.1,10.357,241.4268234,1,excellent,NA,2024
AIMS,JDR23,2024-04-25T03:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,4.934,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T15:00:00Z,STIC,20240101-20241010,SW,20896014,5166.7,9.373,0,1,excellent,C,2024
AIMS,JDR23,2024-05-08T02:00:00Z,STIC,20240101-20241010,SW,20896014,5166.7,3.893,0,1,excellent,C,2024
AIMS,JDR23,2024-06-29T09:00:00Z,STIC,20240101-20241010,SW,20896014,23422.4,11.041,329.2229762,1,excellent,NA,2024
AIMS,JDR23,2024-06-17T09:00:00Z,STIC,20240101-20241010,SW,20896014,17911.2,7.782,228.8845158,1,excellent,NA,2024
AIMS,JDR23,2024-04-30T22:15:00Z,STIC,20240101-20241010,SW,20896014,5338.9,4.519,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T18:30:00Z,STIC,20240101-20241010,SW,20896014,4994.5,7.782,0,1,excellent,C,2024
AIMS,JDR23,2024-06-16T05:45:00Z,STIC,20240101-20241010,SW,20896014,18600.1,7.682,241.4268234,1,excellent,NA,2024
AIMS,JDR23,2024-05-01T11:45:00Z,STIC,20240101-20241010,SW,20896014,5338.9,4.934,0,1,excellent,C,2024
AIMS,JDR23,2024-07-21T23:15:00Z,STIC,20240101-20241010,SW,20896014,37200.2,16.999,580.065486,1,excellent,NA,2024
AIMS,JDR23,2024-06-12T12:00:00Z,STIC,20240101-20241010,SW,20896014,19977.9,12.497,266.5114385,1,excellent,NA,2024
AIMS,JDR23,2024-04-26T03:30:00Z,STIC,20240101-20241010,SW,20896014,4994.5,5.347,0,1,excellent,C,2024
AIMS,JDR23,2024-06-28T14:45:00Z,STIC,20240101-20241010,SW,20896014,26178,14.038,379.3922064,1,excellent,NA,2024
AIMS,JDR23,2024-05-09T09:00:00Z,STIC,20240101-20241010,SW,20896014,11022.3,4.831,103.4632609,1,excellent,NA,2024
AIMS,JDR23,2024-06-27T23:00:00Z,STIC,20240101-20241010,SW,20896014,23422.4,9.866,329.2229762,1,excellent,NA,2024
AIMS,JDR23,2024-04-27T13:45:00Z,STIC,20240101-20241010,SW,20896014,10677.8,8.68,97.19119682,1,excellent,NA,2024
AIMS,JDR23,2024-06-29T08:00:00Z,STIC,20240101-20241010,SW,20896014,23422.4,10.259,329.2229762,1,excellent,NA,2024
AIMS,JDR23,2024-05-01T14:45:00Z,STIC,20240101-20241010,SW,20896014,10677.8,6.877,97.19119682,1,excellent,NA,2024
AIMS,JDR23,2024-06-12T11:00:00Z,STIC,20240101-20241010,SW,20896014,19289,11.722,253.9691309,1,excellent,NA,2024
AIMS,JDR23,2024-05-10T01:15:00Z,STIC,20240101-20241010,SW,20896014,11711.2,6.37,116.0055685,1,excellent,NA,2024
AIMS,JDR23,2024-05-04T21:15:00Z,STIC,20240101-20241010,SW,20896014,5338.9,6.064,0,1,excellent,C,2024
AIMS,JDR23,2024-04-23T04:30:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.998,0,1,excellent,C,2024
AIMS,JDR23,2024-04-24T14:45:00Z,STIC,20240101-20241010,SW,20896014,5166.7,8.182,0,1,excellent,C,2024
AIMS,JDR23,2024-04-22T21:45:00Z,STIC,20240101-20241010,SW,20896014,4994.5,5.244,0,1,excellent,C,2024
AIMS,JDR23,2024-05-11T21:45:00Z,STIC,20240101-20241010,SW,20896014,12400.1,8.382,128.547876,1,excellent,NA,2024
AIMS,JDR23,2024-07-21T16:45:00Z,STIC,20240101-20241010,SW,20896014,53.8,19.662,0,0,excellent,C,2024
AIMS,JDR23,2024-06-29T09:15:00Z,STIC,20240101-20241010,SW,20896014,24800.2,11.236,354.3075913,1,excellent,NA,2024
AIMS,JDR23,2024-06-11T10:00:00Z,STIC,20240101-20241010,SW,20896014,18600.1,11.528,241.4268234,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T08:15:00Z,STIC,20240101-20241010,SW,20896014,4994.5,4.102,0,1,excellent,C,2024
AIMS,JDR23,2024-06-17T20:30:00Z,STIC,20240101-20241010,SW,20896014,18600.1,8.382,241.4268234,1,excellent,NA,2024
AIMS,JDR23,2024-07-16T09:15:00Z,STIC,20240101-20241010,SW,20896014,33066.9,12.497,504.8134613,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T11:15:00Z,STIC,20240101-20241010,SW,20896014,4994.5,6.471,0,1,excellent,C,2024
AIMS,JDR23,2024-05-09T06:00:00Z,STIC,20240101-20241010,SW,20896014,5166.7,4.102,0,1,excellent,C,2024
AIMS,JDR23,2024-06-26T19:45:00Z,STIC,20240101-20241010,SW,20896014,24800.2,13.173,354.3075913,1,excellent,NA,2024
AIMS,JDR23,2024-04-23T05:00:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.893,0,1,excellent,C,2024
AIMS,JDR23,2024-06-29T04:15:00Z,STIC,20240101-20241010,SW,20896014,23422.4,9.373,329.2229762,1,excellent,NA,2024
AIMS,JDR23,2024-05-01T05:15:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.683,0,1,excellent,C,2024
AIMS,JDR23,2024-05-01T08:00:00Z,STIC,20240101-20241010,SW,20896014,5338.9,3.472,0,1,excellent,C,2024
