project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,JDR01,2022-10-26T18:33:00Z,STIC,20221026-20221231,SW,21064706,0,4.519,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T18:48:00Z,STIC,20221026-20221231,SW,21064706,0,1.98,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T19:03:00Z,STIC,20221026-20221231,SW,21064706,0,0.674,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T19:18:00Z,STIC,20221026-20221231,SW,21064706,0,0.343,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T19:33:00Z,STIC,20221026-20221231,SW,21064706,10.8,0.01,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T19:48:00Z,STIC,20221026-20221231,SW,21064706,10.8,-0.437,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T20:03:00Z,STIC,20221026-20221231,SW,21064706,10.8,-0.774,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T20:18:00Z,STIC,20221026-20221231,SW,21064706,10.8,-0.887,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T20:33:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.001,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T20:48:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.114,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T21:03:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.228,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T21:18:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.341,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T21:33:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.456,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T21:48:00Z,STIC,20221026-20221231,SW,21064706,21.5,-1.456,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T22:03:00Z,STIC,20221026-20221231,SW,21064706,32.3,-1.456,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T22:18:00Z,STIC,20221026-20221231,SW,21064706,32.3,-1.341,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T22:33:00Z,STIC,20221026-20221231,SW,21064706,32.3,-1.456,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T22:48:00Z,STIC,20221026-20221231,SW,21064706,32.3,-1.341,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T23:03:00Z,STIC,20221026-20221231,SW,21064706,43.1,-1.456,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T23:18:00Z,STIC,20221026-20221231,SW,21064706,43.1,-1.684,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T23:33:00Z,STIC,20221026-20221231,SW,21064706,43.1,-1.799,0,0,excellent,C,2022
AIMS,JDR01,2022-10-26T23:48:00Z,STIC,20221026-20221231,SW,21064706,96.9,-1.914,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T00:03:00Z,STIC,20221026-20221231,SW,21064706,129.2,-1.914,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T00:18:00Z,STIC,20221026-20221231,SW,21064706,129.2,-1.914,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T00:33:00Z,STIC,20221026-20221231,SW,21064706,118.4,-2.03,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T00:48:00Z,STIC,20221026-20221231,SW,21064706,107.6,-2.145,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T01:03:00Z,STIC,20221026-20221231,SW,21064706,107.6,-2.261,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T01:18:00Z,STIC,20221026-20221231,SW,21064706,96.9,-2.377,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T01:33:00Z,STIC,20221026-20221231,SW,21064706,86.1,-2.377,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T01:48:00Z,STIC,20221026-20221231,SW,21064706,86.1,-2.494,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T02:03:00Z,STIC,20221026-20221231,SW,21064706,75.3,-2.494,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T02:18:00Z,STIC,20221026-20221231,SW,21064706,64.6,-2.494,0,0,excellent,C,2022
AIMS,JDR01,2022-10-27T02:33:00Z,STIC,20221026-20221231,SW,21064706,64.6,-2.61,0,0,excellent,C,2022
