project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,JDR05,2023-05-02T04:30:00Z,STIC,20230101-20231231,SW,20892986,14466.8,10.846,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T04:45:00Z,STIC,20230101-20231231,SW,20892986,13777.9,10.357,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T05:00:00Z,STIC,20230101-20231231,SW,20892986,13777.9,10.259,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T05:15:00Z,STIC,20230101-20231231,SW,20892986,13777.9,10.161,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T05:30:00Z,STIC,20230101-20231231,SW,20892986,13089,10.259,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T05:45:00Z,STIC,20230101-20231231,SW,20892986,12400.1,10.259,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T06:00:00Z,STIC,20230101-20231231,SW,20892986,12400.1,11.041,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T06:15:00Z,STIC,20230101-20231231,SW,20892986,12400.1,10.944,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T06:30:00Z,STIC,20230101-20231231,SW,20892986,11711.2,10.553,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T06:45:00Z,STIC,20230101-20231231,SW,20892986,11022.3,10.455,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T07:00:00Z,STIC,20230101-20231231,SW,20892986,11022.3,10.748,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T07:15:00Z,STIC,20230101-20231231,SW,20892986,10677.8,11.041,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T07:30:00Z,STIC,20230101-20231231,SW,20892986,10677.8,11.722,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T07:45:00Z,STIC,20230101-20231231,SW,20892986,5338.9,12.497,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T08:00:00Z,STIC,20230101-20231231,SW,20892986,5338.9,12.98,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T08:15:00Z,STIC,20230101-20231231,SW,20892986,5166.7,12.98,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T08:30:00Z,STIC,20230101-20231231,SW,20892986,5166.7,12.883,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T08:45:00Z,STIC,20230101-20231231,SW,20892986,4994.5,12.401,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T09:00:00Z,STIC,20230101-20231231,SW,20892986,4822.3,12.013,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T09:15:00Z,STIC,20230101-20231231,SW,20892986,4822.3,11.916,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T09:30:00Z,STIC,20230101-20231231,SW,20892986,4650,11.819,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T09:45:00Z,STIC,20230101-20231231,SW,20892986,4650,11.236,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T10:00:00Z,STIC,20230101-20231231,SW,20892986,4477.8,10.846,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T10:15:00Z,STIC,20230101-20231231,SW,20892986,4477.8,10.846,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T10:30:00Z,STIC,20230101-20231231,SW,20892986,4477.8,10.944,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T10:45:00Z,STIC,20230101-20231231,SW,20892986,4477.8,10.846,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T11:00:00Z,STIC,20230101-20231231,SW,20892986,4305.6,10.553,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T11:15:00Z,STIC,20230101-20231231,SW,20892986,4305.6,10.357,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T11:30:00Z,STIC,20230101-20231231,SW,20892986,4305.6,10.161,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T11:45:00Z,STIC,20230101-20231231,SW,20892986,4305.6,10.063,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T12:00:00Z,STIC,20230101-20231231,SW,20892986,4305.6,9.965,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T12:15:00Z,STIC,20230101-20231231,SW,20892986,4477.8,9.866,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T12:30:00Z,STIC,20230101-20231231,SW,20892986,4477.8,9.768,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T12:45:00Z,STIC,20230101-20231231,SW,20892986,4477.8,9.669,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T13:00:00Z,STIC,20230101-20231231,SW,20892986,4477.8,9.571,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T13:15:00Z,STIC,20230101-20231231,SW,20892986,4650,9.571,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T13:30:00Z,STIC,20230101-20231231,SW,20892986,4650,9.571,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T13:45:00Z,STIC,20230101-20231231,SW,20892986,4650,9.472,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T14:00:00Z,STIC,20230101-20231231,SW,20892986,4650,9.373,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T14:15:00Z,STIC,20230101-20231231,SW,20892986,4650,9.373,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T14:30:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.373,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T14:45:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.373,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T15:00:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.373,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T15:15:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.275,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T15:30:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.275,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T15:45:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.275,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T16:00:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.176,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T16:15:00Z,STIC,20230101-20231231,SW,20892986,4994.5,9.176,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T16:30:00Z,STIC,20230101-20231231,SW,20892986,4822.3,9.176,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T16:45:00Z,STIC,20230101-20231231,SW,20892986,4994.5,9.077,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T17:00:00Z,STIC,20230101-20231231,SW,20892986,4994.5,8.978,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T17:15:00Z,STIC,20230101-20231231,SW,20892986,4994.5,8.978,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T17:30:00Z,STIC,20230101-20231231,SW,20892986,4994.5,8.879,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T17:45:00Z,STIC,20230101-20231231,SW,20892986,4994.5,8.779,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T18:00:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.779,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T18:15:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.68,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T18:30:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.581,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T18:45:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.481,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T19:00:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.382,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T19:15:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.382,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T19:30:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.282,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T19:45:00Z,STIC,20230101-20231231,SW,20892986,5166.7,8.282,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T20:00:00Z,STIC,20230101-20231231,SW,20892986,5338.9,8.182,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T20:15:00Z,STIC,20230101-20231231,SW,20892986,5338.9,8.182,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T20:30:00Z,STIC,20230101-20231231,SW,20892986,5338.9,8.082,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T20:45:00Z,STIC,20230101-20231231,SW,20892986,5338.9,7.983,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T21:00:00Z,STIC,20230101-20231231,SW,20892986,5338.9,7.882,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T21:15:00Z,STIC,20230101-20231231,SW,20892986,10677.8,7.782,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T21:30:00Z,STIC,20230101-20231231,SW,20892986,5338.9,7.682,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T21:45:00Z,STIC,20230101-20231231,SW,20892986,10677.8,7.582,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T22:00:00Z,STIC,20230101-20231231,SW,20892986,5338.9,7.582,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T22:15:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.481,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T22:30:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.381,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T22:45:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.381,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T23:00:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.28,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T23:15:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.179,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T23:30:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.179,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-02T23:45:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.079,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T00:00:00Z,STIC,20230101-20231231,SW,20892986,11022.3,7.079,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T00:15:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.079,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T00:30:00Z,STIC,20230101-20231231,SW,20892986,11711.2,6.978,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T00:45:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.079,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T01:00:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.179,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T01:15:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.28,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T01:30:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.481,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T01:45:00Z,STIC,20230101-20231231,SW,20892986,11711.2,7.782,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T02:00:00Z,STIC,20230101-20231231,SW,20892986,12400.1,8.082,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T02:15:00Z,STIC,20230101-20231231,SW,20892986,12400.1,8.481,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T02:30:00Z,STIC,20230101-20231231,SW,20892986,11711.2,8.779,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T02:45:00Z,STIC,20230101-20231231,SW,20892986,11022.3,9.275,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T03:00:00Z,STIC,20230101-20231231,SW,20892986,5338.9,9.768,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T03:15:00Z,STIC,20230101-20231231,SW,20892986,5338.9,10.063,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T03:30:00Z,STIC,20230101-20231231,SW,20892986,5338.9,10.259,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T03:45:00Z,STIC,20230101-20231231,SW,20892986,5166.7,10.651,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T04:00:00Z,STIC,20230101-20231231,SW,20892986,4994.5,10.553,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T04:15:00Z,STIC,20230101-20231231,SW,20892986,4994.5,10.748,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T04:30:00Z,STIC,20230101-20231231,SW,20892986,4994.5,11.139,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T04:45:00Z,STIC,20230101-20231231,SW,20892986,4994.5,11.819,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T05:00:00Z,STIC,20230101-20231231,SW,20892986,4822.3,12.304,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T05:15:00Z,STIC,20230101-20231231,SW,20892986,4822.3,12.69,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T05:30:00Z,STIC,20230101-20231231,SW,20892986,4650,12.883,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T05:45:00Z,STIC,20230101-20231231,SW,20892986,4477.8,12.69,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T06:00:00Z,STIC,20230101-20231231,SW,20892986,5166.7,12.207,NA,1,excellent,NA,2023
AIMS,JDR05,2023-05-03T06:15:00Z,STIC,20230101-20231231,SW,20892986,4994.5,12.11,NA,1,excellent,NA,2023
