project,siteId,datetime,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,qual_rating,QAQC,year
AIMS,JDR25,2023-06-07T04:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,16.523,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T04:30:00Z,STIC,20230607-20231231,SW,20600952,11711.2,14.421,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T04:45:00Z,STIC,20230607-20231231,SW,20600952,12400.1,14.804,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T05:00:00Z,STIC,20230607-20231231,SW,20600952,12400.1,14.709,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T05:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,14.9,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T05:30:00Z,STIC,20230607-20231231,SW,20600952,12400.1,15.282,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T05:45:00Z,STIC,20230607-20231231,SW,20600952,12400.1,15.76,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T06:00:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.045,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T06:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.996,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T06:30:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.14,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T06:45:00Z,STIC,20230607-20231231,SW,20600952,12400.1,17.76,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T07:00:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.331,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T07:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,19.377,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T07:30:00Z,STIC,20230607-20231231,SW,20600952,12400.1,19.377,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T07:45:00Z,STIC,20230607-20231231,SW,20600952,12400.1,19.187,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T08:00:00Z,STIC,20230607-20231231,SW,20600952,12400.1,17.76,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T08:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.806,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T08:30:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.045,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T08:45:00Z,STIC,20230607-20231231,SW,20600952,11711.2,16.046,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T09:00:00Z,STIC,20230607-20231231,SW,20600952,11711.2,14.996,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T09:15:00Z,STIC,20230607-20231231,SW,20600952,12400.1,17.475,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T09:30:00Z,STIC,20230607-20231231,SW,20600952,12400.1,18.806,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T09:45:00Z,STIC,20230607-20231231,SW,20600952,12400.1,19.377,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T10:00:00Z,STIC,20230607-20231231,SW,20600952,12400.1,19.187,124.7131927,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T10:15:00Z,STIC,20230607-20231231,SW,20600952,11711.2,16.999,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T10:30:00Z,STIC,20230607-20231231,SW,20600952,11711.2,15.378,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T10:45:00Z,STIC,20230607-20231231,SW,20600952,11711.2,14.613,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T11:00:00Z,STIC,20230607-20231231,SW,20600952,11711.2,13.942,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T11:15:00Z,STIC,20230607-20231231,SW,20600952,11711.2,13.461,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T11:30:00Z,STIC,20230607-20231231,SW,20600952,11711.2,13.461,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T11:45:00Z,STIC,20230607-20231231,SW,20600952,11711.2,12.98,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T12:00:00Z,STIC,20230607-20231231,SW,20600952,11711.2,12.304,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T12:15:00Z,STIC,20230607-20231231,SW,20600952,11711.2,11.819,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T12:30:00Z,STIC,20230607-20231231,SW,20600952,11711.2,11.625,115.6667911,1,excellent,NA,2023
AIMS,JDR25,2023-06-07T12:45:00Z,STIC,20230607-20231231,SW,20600952,11711.2,11.625,115.6667911,1,excellent,NA,2023
